id,Address_US,Freq,last_update,Web,Gender,Address_RES,Purchase
1625,0,1,1087,1,1,0,1
1626,1,1,723,0,1,1,0
1627,1,1,197,0,1,0,0
1628,1,4,1856,0,1,0,1
1629,0,0,3500,1,0,0,0
1630,0,0,3401,1,1,0,0
1631,0,1,2996,0,0,0,1
1632,1,1,4188,0,0,0,1
1633,1,2,1582,1,0,1,0
1634,1,2,1646,0,0,1,1
1635,1,0,2728,0,0,0,0
1636,1,0,2009,0,0,0,0
1637,1,2,1582,0,1,1,0
1638,0,1,3390,1,0,0,0
1639,0,0,3528,0,1,0,0
1640,0,3,2682,0,1,0,1
1641,1,1,1968,0,0,0,0
1642,1,0,3852,1,1,0,0
1643,1,1,3262,0,0,0,0
1644,1,5,2045,1,1,1,1
1645,1,1,2150,1,1,1,0
1646,1,0,3131,0,0,0,0
1647,1,0,2996,0,1,0,0
1648,0,1,71,1,1,0,1
1649,1,1,164,0,0,0,1
1650,0,1,2670,0,1,0,0
1651,1,0,2735,0,0,0,0
1652,0,1,3325,1,1,0,0
1653,1,0,2732,0,0,0,0
1654,1,2,1823,0,1,0,1
1655,1,2,2080,1,1,1,1
1656,0,1,2466,0,0,0,1
1657,1,1,160,1,0,0,0
1658,1,0,3747,0,0,0,0
1659,0,2,1275,0,0,1,0
1660,0,1,2878,0,1,0,0
1661,1,3,1976,1,0,0,1
1662,1,0,3746,0,0,0,0
1663,1,0,2900,1,1,0,0
1664,1,2,3419,1,1,0,0
1665,1,1,2128,1,0,0,1
1666,1,1,1128,0,1,0,1
1667,1,0,3401,0,0,0,0
1668,1,2,1563,0,0,0,1
1669,1,1,2415,1,0,0,0
1670,1,0,3747,0,1,0,0
1671,1,1,2936,1,0,0,1
1672,1,1,4005,1,1,0,1
1673,0,1,1416,0,0,0,0
1674,0,1,1528,0,1,0,0
1675,1,2,1382,1,1,0,1
1676,1,2,1856,0,1,1,0
1677,1,1,260,0,0,0,1
1678,1,1,526,1,0,0,1
1679,1,1,3360,0,0,1,1
1680,1,0,3507,1,0,0,0
1681,1,1,2291,1,0,0,0
1682,1,1,1240,1,1,0,0
1683,1,0,1835,0,0,0,0
1684,1,1,2317,1,1,1,0
1685,1,2,1879,0,0,1,0
1686,1,1,2327,1,1,0,1
1687,0,2,1856,0,0,1,0
1688,1,2,1115,1,0,0,1
1689,1,1,2408,0,1,0,1
1690,1,1,1128,0,0,1,1
1691,1,0,2766,0,1,0,0
1692,1,2,1123,1,0,0,1
1693,1,2,1823,0,0,0,1
1694,1,0,3353,0,0,0,0
1695,1,2,1801,0,1,1,0
1696,0,1,617,0,1,0,1
1697,1,1,416,1,1,0,1
1698,1,0,3403,0,1,0,0
1699,1,0,3401,0,0,0,0
1700,1,2,434,1,0,0,1
1701,1,1,3306,0,1,0,1
1702,1,1,3125,1,1,0,1
1703,1,3,556,0,1,1,0
1704,1,7,1710,1,0,1,1
1705,0,0,3852,1,1,0,0
1706,1,1,2746,1,1,0,1
1707,0,2,3579,1,1,0,1
1708,1,1,3397,0,0,0,0
1709,1,2,3646,0,1,0,1
1710,1,0,3747,0,1,0,0
1711,0,1,1850,1,0,0,1
1712,0,1,3458,1,1,0,0
1713,1,1,3177,0,1,0,1
1714,1,5,1577,1,0,1,1
1715,1,0,3694,1,1,0,0
1716,1,1,2380,1,0,0,0
1717,1,1,2787,0,0,0,1
1718,1,0,1710,0,0,0,0
1719,1,1,709,1,1,1,0
1720,1,1,920,0,1,1,1
1721,1,1,2417,0,0,0,1
1722,1,2,1962,0,0,1,0
1723,0,1,1774,1,0,1,0
1724,1,2,2284,0,1,1,1
1725,1,1,539,1,0,0,0
1726,1,1,3583,1,0,0,1
1727,1,9,216,1,0,1,1
1728,1,2,1856,0,1,1,0
1729,1,0,1352,0,0,0,0
1730,1,2,962,1,1,0,1
1731,1,0,3171,0,1,1,0
1732,1,1,198,0,0,0,0
1733,0,0,3164,0,0,1,0
1734,1,1,2446,0,0,1,1
1735,1,1,1877,1,1,0,1
1736,1,0,2900,0,0,0,0
1737,1,0,2004,0,0,0,0
1738,1,1,192,1,0,0,0
1739,1,1,532,0,1,1,0
1740,1,1,3222,1,1,0,1
1741,0,0,2669,0,1,0,0
1742,1,2,1618,0,1,1,1
1743,0,0,470,0,1,0,0
1744,1,1,3243,1,0,0,1
1745,1,0,3694,0,1,0,0
1746,0,1,3453,1,0,0,0
1747,0,1,1036,0,1,0,0
1748,1,15,192,0,0,0,1
1749,0,2,1752,0,0,1,0
1750,1,1,2311,1,1,0,0
1751,1,1,2998,0,1,0,1
1752,1,1,1261,1,1,0,1
1753,1,1,2634,1,0,0,1
1754,1,1,1514,0,1,0,0
1755,1,1,3229,0,0,0,1
1756,1,0,3746,1,1,0,0
1757,1,1,702,1,1,0,0
1758,1,4,227,1,1,1,1
1759,0,2,3496,0,0,0,1
1760,0,5,644,1,0,1,1
1761,1,3,1878,0,1,0,1
1762,1,1,1968,1,0,0,0
1763,1,7,1130,1,1,0,1
1764,0,1,3311,0,1,0,0
1765,1,2,360,0,1,0,1
1766,1,8,91,0,0,0,1
1767,1,1,2905,1,1,0,0
1768,1,4,875,0,1,1,1
1769,1,0,896,0,0,0,0
1770,1,1,862,0,0,0,0
1771,1,1,2243,1,0,0,0
1772,1,0,2859,0,1,0,0
1773,0,1,2744,0,1,0,0
1774,1,1,2787,0,1,0,0
1775,1,1,3523,1,0,1,1
1776,1,1,3229,1,1,0,1
1777,1,2,2971,1,1,0,1
1778,1,0,3487,0,1,0,0
1779,0,1,2850,0,1,0,0
1780,0,1,1018,0,0,0,0
1781,1,1,1948,1,1,0,1
1782,1,1,3416,1,1,0,1
1783,0,0,2844,1,0,0,0
1784,1,1,604,0,1,0,0
1785,0,1,4127,0,0,0,1
1786,1,2,1983,1,1,0,1
1787,1,0,3041,0,1,0,0
1788,1,1,3249,0,0,0,0
1789,0,1,2880,0,1,0,0
1790,1,0,3401,0,1,0,0
1791,1,1,3177,1,0,1,0
1792,1,2,2366,1,1,0,1
1793,0,2,982,0,1,1,0
1794,1,2,2831,0,1,1,1
1795,1,1,192,1,0,0,0
1796,1,2,3703,0,1,0,0
1797,1,1,723,0,0,1,0
1798,1,0,2997,1,1,0,0
1799,1,0,2425,0,0,0,0
1800,1,2,2326,1,1,0,1
1801,1,1,2796,1,0,0,0
1802,1,2,470,1,0,1,1
1803,0,1,967,0,0,1,0
1804,0,0,2950,1,0,0,0
1805,1,3,1658,1,1,1,1
1806,1,1,2324,0,0,0,0
1807,1,1,945,0,1,0,0
1808,1,2,721,1,0,0,1
1809,1,2,3354,1,0,0,1
1810,1,2,2456,0,1,0,1
1811,1,1,3069,0,1,1,0
1812,1,1,1095,1,0,0,0
1813,1,3,2836,1,1,0,1
1814,0,1,2955,1,1,1,1
1815,0,1,3342,0,1,0,1
1816,1,1,974,0,0,0,0
1817,1,0,1653,0,0,0,0
1818,0,2,3276,1,0,0,1
1819,0,1,2975,1,0,0,0
1820,0,0,3494,0,1,0,0
1821,0,2,1962,1,0,1,1
1822,1,1,1346,1,0,1,0
1823,1,1,2752,0,0,0,0
1824,1,2,2759,0,1,0,1
1825,1,1,512,0,0,1,0
1826,1,0,3120,0,0,0,0
1827,1,2,744,0,0,1,1
1828,1,1,1646,1,0,1,0
1829,1,1,4005,1,0,0,1
1830,1,1,2656,1,1,0,1
1831,1,1,2415,0,0,0,0
1832,1,1,2158,1,0,0,1
1833,1,1,2107,1,1,0,1
1834,1,1,304,0,1,0,0
1835,0,1,2918,0,0,0,0
1836,1,1,960,0,1,0,1
1837,1,2,2080,0,0,1,0
1838,1,1,3398,0,1,0,1
1839,1,1,2257,1,0,0,1
1840,1,1,3517,1,0,0,0
1841,1,1,2418,1,1,1,1
1842,1,0,3522,0,1,0,0
1843,1,1,3436,1,1,0,0
1844,0,0,2984,1,0,0,0
1845,1,1,3590,1,1,0,1
1846,1,1,3513,1,1,0,0
1847,1,1,608,0,0,0,0
1848,1,2,841,0,1,1,0
1849,1,9,216,0,1,0,1
1850,1,0,3159,0,1,1,0
1851,1,1,868,0,0,0,0
1852,1,1,2102,0,1,0,1
1853,1,3,3662,1,0,0,1
1854,1,2,3662,0,0,0,0
1855,1,2,1123,0,1,0,1
1856,1,2,3548,1,1,1,1
1857,0,0,3694,0,1,0,0
1858,1,2,1710,0,0,1,0
1859,1,0,2172,0,1,0,0
1860,1,1,896,0,1,0,0
1861,0,1,1073,1,0,0,1
1862,1,1,3587,1,1,0,1
1863,1,0,3507,1,1,0,0
1864,1,1,2775,0,1,0,1
1865,1,3,2143,1,0,1,1
1866,1,0,3680,0,0,0,0
1867,0,5,1170,1,0,0,1
1868,1,3,1842,0,1,1,0
1869,1,2,239,1,1,0,1
1870,1,0,2765,0,0,0,0
1871,1,0,3747,0,0,0,0
1872,1,2,1392,1,1,0,1
1873,1,1,532,1,1,1,0
1874,1,0,1962,1,0,0,0
1875,1,2,3340,0,0,0,1
1876,1,1,3019,1,1,0,1
1877,0,1,2767,1,0,0,0
1878,1,0,3500,1,1,0,0
1879,0,1,1052,1,1,1,0
1880,1,0,2422,1,1,0,0
1881,1,2,1646,0,0,1,1
1882,1,0,3522,0,1,0,0
1883,1,3,1739,0,0,1,1
1884,1,1,15,0,1,0,0
1885,1,2,458,0,0,0,1
1886,1,1,2128,0,0,0,0
1887,1,1,2509,0,1,0,0
1888,1,1,3312,0,0,0,1
1889,0,1,1052,0,0,0,0
1890,1,0,77,0,0,0,0
1891,0,0,2492,0,1,1,0
1892,0,1,2859,0,0,0,0
1893,1,2,1226,0,0,1,1
1894,1,1,668,1,1,0,1
1895,1,0,1673,0,1,0,0
1896,1,1,3047,0,1,1,0
1897,1,1,2744,0,0,0,0
1898,1,2,3276,0,0,0,1
1899,0,0,3507,0,0,0,0
1900,1,3,3215,0,1,0,1
1901,1,3,834,0,1,1,1
1902,0,4,1135,0,0,0,1
1903,1,0,2766,0,0,0,0
1904,1,0,3747,0,1,0,0
1905,1,0,3522,0,1,0,0
1906,1,2,1123,0,0,1,1
1907,1,3,598,0,1,1,1
1908,1,2,2380,1,1,0,1
1909,1,1,532,0,0,1,0
1910,1,1,4036,1,0,0,1
1911,1,4,841,0,0,1,1
1912,1,1,1561,1,1,0,0
1913,0,3,1261,1,0,0,0
1914,1,1,192,1,1,0,0
1915,1,5,465,1,1,0,1
1916,0,1,1003,1,1,1,0
1917,0,2,1752,0,0,1,0
1918,0,0,3394,0,1,0,0
1919,1,1,2746,0,1,0,0
1920,0,3,2296,1,0,0,1
1921,1,1,216,0,1,0,0
1922,1,2,3660,0,1,0,1
1923,1,2,3222,1,1,0,1
1924,1,1,2681,1,1,0,0
1925,1,1,2404,1,1,0,0
1926,1,1,714,0,1,0,1
1927,0,1,2583,0,0,0,0
1928,1,2,2296,0,1,0,1
1929,0,5,1639,1,0,0,1
1930,1,1,2960,0,1,1,1
1931,1,0,3746,0,1,0,0
1932,1,1,359,0,0,0,1
1933,1,0,3619,1,1,0,0
1934,1,1,2848,0,1,1,0
1935,0,2,519,0,0,0,1
1936,1,1,2705,0,1,1,0
1937,1,2,3716,0,1,0,0
1938,1,1,3655,1,1,0,0
1939,1,1,216,0,0,1,0
1940,1,1,3914,1,1,0,1
1941,1,2,1570,1,1,0,1
1942,1,1,3384,0,0,0,0
1943,1,0,280,1,1,0,0
1944,1,2,1710,0,0,1,0
1945,1,0,3522,1,1,0,0
1946,1,2,1073,0,1,0,1
1947,1,1,3032,0,1,0,0
1948,1,0,3369,0,1,0,0
1949,1,1,1564,1,1,0,1
1950,1,1,3243,0,1,0,1
1951,1,2,1000,0,0,0,1
1952,0,1,2809,0,0,0,0
1953,1,0,2186,0,1,0,0
1954,1,2,1899,1,0,0,1
1955,1,1,1766,0,1,0,1
1956,1,1,3604,0,1,0,0
1957,1,1,1288,0,1,0,1
1958,1,2,491,1,0,1,1
1959,1,2,2012,0,0,1,1
1960,1,1,2607,1,1,1,0
1961,1,2,1288,1,1,0,1
1962,1,1,962,0,1,0,1
1963,1,1,1464,1,1,0,0
1964,1,1,1919,1,1,0,1
1965,1,1,3157,0,0,1,0
1966,0,1,2165,1,0,0,1
1967,0,1,216,0,1,1,0
1968,1,1,3453,1,0,0,0
1969,1,3,2837,0,0,1,1
1970,1,2,1233,0,1,0,1
1971,1,0,3159,0,1,0,0
1972,1,2,3541,1,0,1,1
1973,1,3,939,0,0,0,1
1974,1,2,1135,1,1,0,1
1975,0,1,1708,0,0,0,1
1976,1,6,778,0,1,0,1
1977,1,2,3791,1,0,1,1
1978,1,2,3678,0,1,0,0
1979,1,1,3020,1,1,0,0
1980,0,2,1710,0,0,1,0
1981,1,1,3340,1,1,0,1
1982,1,2,3381,1,0,0,0
1983,0,1,2620,1,0,0,0
1984,1,0,3772,0,1,0,0
1985,1,2,2044,0,0,1,0
1986,1,1,659,1,1,0,1
1987,1,4,1710,0,0,1,1
1988,0,1,695,1,0,0,1
1989,1,1,3299,1,1,0,1
1990,0,1,3436,0,1,0,1
1991,1,3,1415,1,1,1,1
1992,1,1,2807,0,1,0,1
1993,1,2,2466,0,1,0,1
1994,1,0,3746,1,0,0,0
1995,1,2,1136,0,1,0,1
1996,1,1,1701,1,0,0,1
1997,1,1,2633,1,1,0,1
1998,1,0,3394,0,0,0,0
1999,1,1,253,0,1,1,0
2000,1,1,1261,0,0,0,0
